username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1,prob_topik_2,prob_topik_3,prob_topik_4,prob_topik_5
mkusumawijaya,"@TokopediaCare @tokopedia banyak minumn beralkohol palsu dg harga tak masuk akal 1/3– 1/4 dr merk2 ternama yg ditiru kemasan sangat canggih sulit dibedakan. Krn campuran tak disebut jujur, maka HARUS DIANGGAP BERBAHAYA. Cek toko2 beralamat Solo dg nama sprt Be*line. cc @BPOM_RI",banyak minumn beralkohol palsu dengan harga tak_masuk akal 1 3 1 4 dari merk2 ternama yang ditiru kemasan sangat canggih sulit dibedakan karena campuran tak_disebut jujur maka harus dianggap berbahaya cek toko2 beralamat solo dengan nama sprt be line cc,3,Durasi Pengiriman Barang,0.5009485283884388,0.3079037891092871,0.0185890691766625,0.1352111932094349,0.5009485283884388,0.01873115053955218,0.018616269576624288
nexasxw,@pisang_holeng @tokopedia @TokopediaCare Parahh bangett kaak ituuuu😭,parahh bangett kaak ituu,0,Operasional Kurir dan Transaksi Pengiriman,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
xkode06,@yauhoaa @tokopedia @TokopediaCare Betul kak,betul kakak,2,Pengecekan via Direct Message,0.580852203325041,0.08333334117772935,0.08467410163814838,0.580852203325041,0.08333649750327324,0.08333333783086651,0.08447051852494153
sadmeoww___,"@ayapi_tweet @xkode06 saking seringnya dibatalin, aku jg jadi trust issue sama barang fs. ada yg bilang dan menurutku masuk akal, seller sengaja pasang fs ujungnya dibatalin buat dapet exposure dan sebagai teknik marketing biar dapet perhatian pembeli. shame on u @tokopedia @TokopediaCare",saking seringnya dibatalkan aku juga jadi trust issue sama barang fs ada yang bilang dan menurutku masuk akal seller sengaja pasang fs ujungnya dibatalkan buat dapat exposure dan sebagai teknik marketing biar dapat perhatian pembeli shame on u,3,Durasi Pengiriman Barang,0.6890426591149517,0.2737632215442702,0.009280912551260914,0.009288120480111753,0.6890426591149517,0.009286092414137987,0.009338993895267446
vincentrcrd,"Beli barang di @tokopedia @TokopediaCare makin lama makin sampah pelayanannya.

Udah makai instant courier plus naruh tip gede pun paket ga dipickup sampai sekarang. 

Kalian ini makanin duit tipnya juga atau gimana? Apa gunanya ada fitur tip untuk driver pickup??",beli barang di makin lama makin sampah pelayanannya sudah makai instant courier plus naruh tip besar pun paket tidak_dijemput kurir sampai sekarang kalian ini makanin duit tipnya juga atau bagaimana apa gunanya ada fitur tip untuk driver penjemputan kurir,3,Durasi Pengiriman Barang,0.5095008480311807,0.3007156205038745,0.006961747850202589,0.0069669132404568245,0.5095008480311807,0.16890108792735817,0.006953782446927174
simteck48,"@TokopediaCare dari bogor-bekasi kirim tg 2  janji batal otomatis tg 5, dirubah tg 7 dirubah tg 9, skr dirubah tg 13, 11 hari! kenapa toped ga punya nyali buat cancel, bgmn nasib costumer yg dirugikan? apa ada kompensasi, sudah rugi waktu dan barangnya jadi ga berguna. csnya AI lagi.. parah.. https://t.co/gxqZpOqYA2",dari bogor bekasi kirim tg 2 janji batal otomatis tg 5 diubah tg 7 diubah tg 9 skr diubah tg 13 11 hari kenapa tokopedia tidak_punya nyali buat batalkan bgmn nasib costumer yang dirugikan apa ada kompensasi sudah rugi waktu dan barangnya jadi tidak_berguna csnya ai lagi parah,3,Durasi Pengiriman Barang,0.819660628258183,0.010489404818286037,0.010434998275044276,0.010461154521190695,0.819660628258183,0.13848911921092966,0.010464694916366446
Telkomsel,"@Ranie_16 @TokopediaCare @Ranie_16 Hi Kak Rani, maaf kalau saat ini paketnya belum masuk. Infoin nomor HP, tgl jam kejadian dan capture transaksinya via DM ya biar Nala bantu cek lebih lanjut 😊-Nala",hi kakak rani maaf kalau saat ini paketnya belum_masuk informasikan nomor hp tanggal jam kejadian dan capture transaksinya _v_i_a_ _d_m_ ya biar nala bantu cek lebih lanjut nala,5,Penawaran Bantuan Resolusi,0.3269207418714738,0.08254421892506787,0.32218783020646297,0.007625588897320666,0.06377163705141223,0.19694998304826233,0.3269207418714738
JNECare,"@ILHAM_Fjarr @officialJKT48 @moshi2jkt48 @TokopediaCare Baik kak Ilham, DMnya kami cek dahulu ya kak. Thanks",baik kakak ilham dm nya kami cek dahulu ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_,1,Protokol Standar Customer Service,0.5258749158156792,0.013899028857151361,0.5258749158156792,0.41846878647636604,0.01390943475352316,0.013901449311073665,0.013946384786206481
JNECare,"@ILHAM_Fjarr @officialJKT48 @moshi2jkt48 @TokopediaCare Pagi kak Ilham, mohon maaf atas ketidaknyamanannya. Mohon infokan nomor resinya via DM agar kami cek kirimannya ya. Thanks ^Puri",pagi kakak ilham _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ mohon infokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar kami cek kirimannya ya _t_e_r_i_m_a_ _k_a_s_i_h_ puri,1,Protokol Standar Customer Service,0.9582470451389559,0.008334192761608157,0.9582470451389559,0.008371604930134552,0.008334444094820556,0.008349114864473739,0.008363598210007166
ShopeeID,@Gggjebsin @TokopediaCare Hai kak Gggjebsin. Maaf ya buat kak nggak nyaman terkait kendala yang dialami. Agar Aku bantu cek lebih lanjut boleh diinfoin ke aku Detail kendala ke X / twitter @shopeeID. Aku Tunggu ya kak. Sehat selalu ^JH,hai kakak ggjebsin maaf ya buat kakak tidak_nyaman terkait kendala yang dialami agar aku bantu cek _l_e_b_i_h_ _l_a_n_j_u_t_ _b_o_l_e_h_ diinformasikan ke aku detail kendala ke x twitter aku tunggu ya kakak _s_e_h_a_t_ _s_e_l_a_l_u_ jh,5,Penawaran Bantuan Resolusi,0.9721413332485714,0.005564209963894717,0.005581506540505662,0.005586609870141504,0.005565291965946513,0.005561048410940179,0.9721413332485714
rioashadi,"hallo @TokopediaCare - akses anda tidak bisa dilakukan via website, tanggungjawab kalian sebagai marketplace terkait barang saya yang ditahan di Balaraja oleh @jntexpressid  dg nomor resi JX7032498587 -apabila tidak selesai dalam minggu ini, maka saya hapus akun TOKOPEDIA sy https://t.co/97Mh4qvpd3",hallo akses anda tidak_bisa dilakukan via website tanggungjawab kalian sebagai marketplace terkait barang saya yang ditahan di balaraja oleh dengan nomor _n_o_m_o_r_ _r_e_s_i_ jx7032498587 apabila tidak_selesai dalam minggu ini maka saya hapus akun tokopedia saya,4,Keluhan Status Pelacakan,0.49918993045647087,0.422375758829427,0.007286392144813045,0.007280156568001964,0.007336230577607495,0.49918993045647087,0.0565315314236798
rioashadi,"hallo @TokopediaCare - barang saya ketahan seminggu di Balaraja oleh @jntexpressid - saya mau refund tapi harus barang dikirim dulu, bgmn solusinya?",hallo barang saya ketahan seminggu di balaraja oleh saya mau _p_e_n_g_e_m_b_a_l_i_a_n_ _d_a_n_a_ tapi harus barang dikirim dulu bgmn solusinya,4,Keluhan Status Pelacakan,0.5827576732203037,0.01198430688301178,0.011904769940860354,0.011914581255527657,0.3695313868879771,0.5827576732203037,0.011907281812319532
hvnlyjae,@OrangeRepairCA @jejepakehelm @tanyarlfes @TokopediaCare @tokopedia rese lu tukang tipuuuuuu anjiiiibggg,rese kamu tukang tipuu anjiibgg,2,Pengecekan via Direct Message,0.5820725820758775,0.08333334937919062,0.08333334013920612,0.5820725820758775,0.08357391596531624,0.08333334270140393,0.08435346973900548
Chalziel,"@BlackGeminid @ecommurz @tokopedia @TokopediaCare Kalau @tokopedia masi aktif nyari engagement via Theotown kak 🤣

Tapi @TokopediaCare gila juga ya.. liat komentarnya kasian bgt orang"" pada komplain ga direspons..",kalau masih aktif mencari engagement via theotown kakak tapi gila juga ya lihat komentarnya kasian banget orang pada keluhan tidak_direspons,3,Durasi Pengiriman Barang,0.6613153228993153,0.014091295166849668,0.12972091377964007,0.014102641217935925,0.6613153228993153,0.16669573924861888,0.01407408768764024
pln_123,"@mandikuy @tokopedia @TokopediaCare @mandikuy  Halo Kak. Admin respon melalui DM ya Kak, Mohon di cek DMnya ya Kak. Thanks –Yuha",halo kakak admin respon _m_e_l_a_l_u_i_ _d_m_ ya kakak mohon di cek dm nya ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ yuha,1,Protokol Standar Customer Service,0.5706509873877014,0.009288050164007801,0.5706509873877014,0.3921467795873249,0.009283434321212028,0.009301704366663669,0.009329044173090197
GrabID,"@sisharkyyy @TokopediaCare Halo Kak, mohon maaf atas ketidaknyamanannya. Aku cek saat ini pesanan tsb masih dalam pencarian mitra pengemudi. Agar bisa aku bantu infokan lebih detailnya bisa DM aku di IG atau X dengan ketik ""Agent"" yaa. Harap hati-hati dg penipuan yg mengatasnamakan Grab yaa Kak🙏 -Lilis",halo kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ aku cek saat ini pesanan tersebut masih dalam pencarian mitra pengemudi agar bisa aku bantu infokan lebih detailnya bisa dm aku di ig atau x dengan ketik agent ya harap hati hati dengan penipuan yang mengatasnamakan grab ya kakak lilis,5,Penawaran Bantuan Resolusi,0.3545606465831343,0.30351039551974857,0.2790007897181163,0.004699868278852985,0.004666877430848064,0.05356142246929981,0.3545606465831343
GrabID,"@ranieranps @tokopedia @TokopediaCare Aku bantu infokan juga untuk selalu berhati-hati terhadap akun tdk resmi yg mengatasnamakan Grab Indonesia ya Kak. Terima Kasih 🙏 -Ani
2/2",aku bantu infokan juga untuk selalu berhati hati terhadap akun tidak_resmi yang mengatasnamakan grab indonesia ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ ani 2 2,1,Protokol Standar Customer Service,0.32711972002375517,0.3234210685409106,0.32711972002375517,0.011959071149311213,0.07422843722685109,0.011972128764977639,0.2512995742941943
GrabID,"@ranieranps @tokopedia @TokopediaCare Mlm Kak, mohon maaf ya Kak atas ketidaknyamanannya 🙏
Setelah aku lakukan pengecekan, saat ini laporan Kakak sedang dlm penanganan tim kami
Mohon kesediaanya menunggu prosesnya dan konfirmasi dari tim kami melalui email ya Kak  1/2",mlm kakak _m_o_h_o_n_ _m_a_a_f_ ya kakak _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ setelah aku lakukan pengecekan saat ini laporan kakak sedang dalam penanganan tim kami mohon kesediaanya menunggu prosesnya dan konfirmasi dari tim kami melalui email ya kakak 1 2,1,Protokol Standar Customer Service,0.6032117537659167,0.30522561303613016,0.6032117537659167,0.0062097462873674635,0.0062166547778289,0.006261681366298978,0.07287455076645773
BNI,"@cracklingfire_ @BNICustomerCare @TokopediaCare @cracklingfire_ Namun, jika saldo BNI TapCash tidak bertambah dan dana tidak kembali ke rekening, Kakak bisa infoin detailnya melalui DM ya.
Selalu waspada modus penipuan yang mengatasnamakan BNI terkait program Rejeki wondr by BNI dan promo lainnya. Jangan asal klik link, email",namun jika saldo bni tapcash tidak_bertambah dan dana tidak_kembali ke rekening kakak bisa informasikan detailnya _m_e_l_a_l_u_i_ _d_m_ ya selalu waspada _m_o_d_u_s_ _p_e_n_i_p_u_a_n_ penipuan yang mengatasnamakan bni terkait program rejeki wondr by bni dan promo lainnya jangan_asal klik link email,5,Penawaran Bantuan Resolusi,0.5130172429939146,0.45151929194107254,0.008877554073282317,0.00895195805110428,0.008843583847758773,0.00879036909286745,0.5130172429939146
BNI,"@cracklingfire_ @BNICustomerCare @TokopediaCare @cracklingfire_ 2. Melalui mesin ATM Tunai dan Non-Tunai BNI berlogo TapCash dengan cara:
a. Kakak langsung tekan Transaksi Tanpa Kartu Tarik Tunai dan Pembaharuan Saldo TapCash  pada halaman depan layar mesin ATM tanpa masukin kartu debit Kakak
b. Pilih bahasa yang digunakan
c.",2 melalui mesin atm tunai dan non tunai bni berlogo tapcash dengan cara a kakak langsung tekan transaksi tanpa_kartu tarik tunai dan pembaharuan saldo tapcash pada halaman depan layar mesin atm tanpa_masukkan kartu debit kakak b pilih bahasa yang digunakan c,0,Operasional Kurir dan Transaksi Pengiriman,0.7175343295870428,0.7175343295870428,0.014030700290132453,0.2265558618095723,0.013919133117258215,0.01392274436589915,0.014037230830095074
BNI,"@cracklingfire_ @BNICustomerCare @TokopediaCare @cracklingfire_ Hai Kak cracklingfire_, maaf buat kendalanya ya 🙏. Jika Kakak melakukan top up BNI TapCash saldo sudah berkurang, tapi update balance belum masuk ke tujuan. Pastikan Kakak sudah coba update balance sebanyak 4 kali. Jika belum, mimin sarankan Kakak melakukan",hai kakak cracklingfire_ maaf buat kendalanya ya jika kakak melakukan top up bni tapcash saldo sudah berkurang tapi pembaruan balance belum_masuk ke tujuan pastikan kakak sudah coba pembaruan balance sebanyak 4 kali jika belum_mimin sarankan kakak melakukan,5,Penawaran Bantuan Resolusi,0.37411542367624906,0.2835554131218951,0.007320355525831229,0.20776361873333274,0.11991409186051552,0.007331097082176448,0.37411542367624906
saltedEgg_,@Outstandjing @tokopedia @TokopediaCare Padahal menurutku filter ini tuh jadi sebuah kelebihan dibandingkan dengan marketplace jeruk.,padahal menurutku filter ini itu jadi sebuah kelebihan dibandingkan dengan marketplace jeruk,3,Durasi Pengiriman Barang,0.8595510582890864,0.028736778503997824,0.02777779817165736,0.02777781385708078,0.8595510582890864,0.02830779584467306,0.02784875533350465
Outstandjing,"Tombol ""Bekas"" nya manaaa @tokopedia @TokopediaCare ??? https://t.co/mPJvOz3Jc5",tombol bekas nya manaa,2,Pengecekan via Direct Message,0.5827220952659338,0.08333335700617131,0.08333334812750606,0.5827220952659338,0.08366817997182992,0.0836096751864284,0.08333334444213054
Seolx,"Indomy, ayo tag rame2 akun @TokopediaCare @ShopeeID atau siapapun yang berkemungkinan bisa jadi partner importnya IGIN di indonesia yuk, biar banyak di notice. Jadi kalo ada produk baru, kita gak perlu repot2 jastip buat import🙆🏻‍♀️",indomy ayo tag rame2 akun atau siapapun yang berkemungkinan bisa jadi partner importnya igin di indonesia yuk biar banyak di notice jadi kalau ada produk baru kita tidak_perlu repot2 jastip buat import,3,Durasi Pengiriman Barang,0.7625196151451091,0.20023287739157825,0.009274302879141057,0.009322427826857464,0.7625196151451091,0.009277713983401633,0.009373062773912408
Telkomsel,@otaakudang @tokopedia @TokopediaCare Kak @otaakudang untuk DMnya pastikan udah follow akun kami terlebih dahulu ya. Wendy tunggu kembali di DM 😊 -Wendy,kakak untuk dm nya pastikan sudah follow akun kami terlebih dahulu ya wendy tunggu kembali di dm wendy,2,Pengecekan via Direct Message,0.49372660169088844,0.012182341944935046,0.4578476535985121,0.49372660169088844,0.012045887982252649,0.012009271986368935,0.01218824279704289
Telkomsel,"@otaakudang @tokopedia @TokopediaCare @otaakudang Oh ya Kak? Duhh maaf ya Kak 😔 Coba infoin nomor Hp nya ke Tia Kak lewat DM, agar di cek lebih lanjut dan privasi Kakak bisa terjaga. Tks :)-Tia",oh ya kakak duhh maaf ya kakak coba informasikan nomor hp nya ke tia kakak lewat dm agar di cek lebih lanjut dan privasi kakak bisa terjaga _t_e_r_i_m_a_ _k_a_s_i_h_ tia,2,Pengecekan via Direct Message,0.43197989275332543,0.05612274506615025,0.30908442799665004,0.43197989275332543,0.006693451364425479,0.006690253838384249,0.18942922898106446
ShopeeID,"@bolotraveler @jntexpressid @ShopeeCare @tokopedia @TokopediaCare @JNE_ID Hai kak bolotraveler, mohon maaf atas ketidaknyamanannya terkait kendala pengiriman pesanan yg kamu alami. Agar aku bisa bantu cek aku saranin kakak untuk menginformasikan detail kendala kakak ke DM ya, Sehat selalu ^KB",hai kakak bolotraveler _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ terkait kendala pengiriman pesanan yang kamu alami agar aku bisa bantu cek aku saranin kakak untuk menginformasikan detail kendala kakak ke dm ya _s_e_h_a_t_ _s_e_l_a_l_u_ kb,5,Penawaran Bantuan Resolusi,0.7568170764689663,0.005576811047165296,0.22086968219092612,0.0056061453441955105,0.00556589471782011,0.005564390230926649,0.7568170764689663
alfanmuktafii,"Oe @tokopedia @TokopediaCare 
Ini mau beli barang kok dicoba daritadi malah cuman muter2 mulu di bagian pembayaran, keburu soldout oyy. https://t.co/u7jaE47i4G",oe ini mau beli barang kok dicoba daritadi malah cuman muter2 terus di bagian pembayaran keburu soldout oyy,3,Durasi Pengiriman Barang,0.9070257482009203,0.018575757069175386,0.018518525594968232,0.018543912974365747,0.9070257482009203,0.01881104152102356,0.018525014639546797
danawallet,"@rafiulislam472 @alfiandra_putra @TokopediaCare @CareIM3 @rafiulislam472 Sebagai informasi tambahan, kami tidak pernah meminta user untuk melakukan top up agar keluhan dapat diproses &amp; tidak menggunakan Whatsapp sebagai media komunikasi. Terima kasih -WD- (2/2)",sebagai informasi tambahan kami tidak_pernah meminta user untuk melakukan top up agar keluhan dapat diproses amp tidak_menggunakan whatsapp sebagai media komunikasi _t_e_r_i_m_a_ _k_a_s_i_h_ wd 2 2,0,Operasional Kurir dan Transaksi Pengiriman,0.4336258138671071,0.4336258138671071,0.3927592298677787,0.009806894676981053,0.07155988268464503,0.009824263429827835,0.08242391547366033
danawallet,"@rafiulislam472 @alfiandra_putra @TokopediaCare @CareIM3 @rafiulislam472 Hi Kak, kami infokan bahwa untuk akun @rafiulislam472 bukan akun resmi DANA ya Kak. Harap berhati"" dengan pihak yang mengaku sebagai CS DANA &amp; jangan pernah memberikan PIN/ OTP pada pihak yang tidak dikenal bahkan kami sekalipun. (1/2)",hi kakak kami infokan bahwa untuk akun bukan__a_k_u_n_ _r_e_s_m_i_ dana ya kakak harap berhati dengan pihak yang mengaku sebagai cs dana amp jangan_pernah memberikan pin _k_o_d_e_ _o_t_p_ pada pihak yang tidak_dikenal bahkan kami sekalipun 1 2,0,Operasional Kurir dan Transaksi Pengiriman,0.5733273642352332,0.5733273642352332,0.3476994024584593,0.007618928990227054,0.007651998132020023,0.05602973742244743,0.007672568761612801
ecommurz,@metallbat @amd_bunnyjk @TokopediaCare Info dr ordal ada salah teknis WKWKW jd ignore aja emailnya,info dari ordal ada salah teknis wkwkw jadi ignore saja emailnya,3,Durasi Pengiriman Barang,0.8803389521700973,0.023851603929490737,0.024171831239751574,0.023864335894191086,0.8803389521700973,0.02396373300838873,0.023809543758080733
rajahbirdwings,kan gue udah punya bertaun2??? ⁦@TokopediaCare⁩ https://t.co/oAAFhbmlSP,kan saya sudah punya bertaun2,4,Keluhan Status Pelacakan,0.7905282828846583,0.04168315318975831,0.041792950614178856,0.04166683645674892,0.04255999532883822,0.7905282828846583,0.04176878152581729
Illusikan,"dear @TokopediaCare @tokopedia saya baru saja mendapat 2 email terkait dengan pengajuan CC Tokopedia card, padahal saya sudah punya sebelumnya, dan tidak mengajukan lagi. Mohon informasinya apakah ini valid? Jika valid, bagaimana cara untuk membatalkannya? many thanks https://t.co/snIXvqcbVg",dear saya baru saja mendapat 2 email terkait dengan pengajuan cc tokopedia card padahal saya sudah punya sebelumnya dan tidak_mengajukan lagi mohon informasinya apakah ini valid jika valid bagaimana cara untuk membatalkannya many _t_e_r_i_m_a_ _k_a_s_i_h_,1,Protokol Standar Customer Service,0.39338933177900365,0.008080127603640503,0.39338933177900365,0.008004884946082008,0.23040803245765393,0.3520658653074042,0.008051757906215831
acan9,@TokopediaCare Saya dapat email pemberitahuan bahwa Pengajuan Tokopedia Card saya disetujui. Padahal saya tidak pernah mengajukan kartu Tokopedia Card.,saya dapat email pemberitahuan bahwa pengajuan tokopedia card saya disetujui padahal saya tidak_pernah mengajukan kartu tokopedia card,4,Keluhan Status Pelacakan,0.4545842370361045,0.14023294159746968,0.018587896679102343,0.01868806535144091,0.34936036435489126,0.4545842370361045,0.018546494980991417
